epoch,val_accuracy,val_loss,tp,fn,fp,tn,precision,recall,f1
51,0.7058667540550232,0.6703371405601501,4431.666666666667,1846.6666666666667,1846.6666666666667,10710.0,0.6854919608189453,0.668238916321421,0.6758995478926503
52,0.7037961483001709,0.6673412322998047,4418.666666666667,1859.6666666666667,1859.6666666666667,10697.0,0.6812357695724303,0.676327275852261,0.6780754750209096
53,0.7049110531806946,0.6683615446090698,4425.666666666667,1852.6666666666667,1852.6666666666667,10704.0,0.6827543486451746,0.6702634798704415,0.6758336425904529
54,0.7039554119110107,0.6665140986442566,4419.666666666667,1858.6666666666667,1858.6666666666667,10698.0,0.6806855966440836,0.6774011031110488,0.6780696953436663
55,0.7051765322685242,0.6727749109268188,4427.333333333333,1851.0,1851.0,10705.666666666666,0.6800987246616685,0.6885310485876731,0.6832497243113528
56,0.7056012749671936,0.6653770208358765,4430.0,1848.3333333333333,1848.3333333333333,10708.333333333334,0.6835896009770032,0.6730725146298379,0.6776834471219787
57,0.7060791254043579,0.6653807163238525,4433.0,1845.3333333333333,1845.3333333333333,10711.333333333334,0.6833883515622944,0.6759598094422244,0.6790480013853696
58,0.7063976526260376,0.6662720441818237,4435.0,1843.3333333333333,1843.3333333333333,10713.333333333334,0.6839725517751122,0.677409782484625,0.6798285751246964
59,0.7054420113563538,0.6651830077171326,4429.0,1849.3333333333333,1849.3333333333333,10707.333333333334,0.6817292677906118,0.6786126705619123,0.6797045638402498
60,0.706026017665863,0.6655058264732361,4432.666666666667,1845.6666666666667,1845.6666666666667,10711.0,0.6823660840524899,0.6811071873632152,0.6811666573981366
61,0.7048048973083496,0.6653050184249878,4425.0,1853.3333333333333,1853.3333333333333,10703.333333333334,0.681607064108991,0.6806342235340042,0.6800997557557249
62,0.70453941822052,0.6662283539772034,4423.333333333333,1855.0,1855.0,10701.666666666666,0.6807116648918824,0.6759969051608561,0.6782457001527499
63,0.7060791254043579,0.6662755608558655,4433.0,1845.3333333333333,1845.3333333333333,10711.333333333334,0.6815857850873149,0.6892640951206843,0.6838479929869999
64,0.7077249884605408,0.6658415794372559,4443.333333333333,1835.0,1835.0,10721.666666666666,0.6844066883279818,0.6851743442038044,0.6840340942966071
65,0.7026280760765076,0.6731274724006653,4411.333333333333,1867.0,1867.0,10689.666666666666,0.6803847713992504,0.6758112411350451,0.6775831824180197
66,0.7067692875862122,0.6667566895484924,4437.333333333333,1841.0,1841.0,10715.666666666666,0.683747295895289,0.6849144021351526,0.6832572204683088
67,0.7058136463165283,0.6678286790847778,4431.333333333333,1847.0,1847.0,10709.666666666666,0.6815041295790144,0.6867098089088749,0.6832441742020469
68,0.7054950594902039,0.6654366850852966,4429.333333333333,1849.0,1849.0,10707.666666666666,0.682150567289279,0.6794388835504331,0.6802065509434475
69,0.7059198021888733,0.6747691631317139,4432.0,1846.3333333333333,1846.3333333333333,10710.333333333334,0.6845111024788922,0.6727830912313014,0.677904291967511
70,0.7052827477455139,0.6658129096031189,4428.0,1850.3333333333333,1850.3333333333333,10706.333333333334,0.6828411789734704,0.6762004712189599,0.6788850986213105
71,0.7057074308395386,0.6639718413352966,4430.666666666667,1847.6666666666667,1847.6666666666667,10709.0,0.6830661789665916,0.6787106498696063,0.6802069784190059
72,0.7049641609191895,0.665667712688446,4426.0,1852.3333333333333,1852.3333333333333,10704.333333333334,0.6823189451962349,0.6754671766071296,0.6782922206927665
73,0.7049641609191895,0.6638399958610535,4426.0,1852.3333333333333,1852.3333333333333,10704.333333333334,0.6820074150105805,0.6773118352693532,0.6790769285147998
74,0.7062914967536926,0.6643275022506714,4434.333333333333,1844.0,1844.0,10712.666666666666,0.6827916986166968,0.6818457578373524,0.6817330081512317
75,0.7057074308395386,0.6656765937805176,4430.666666666667,1847.6666666666667,1847.6666666666667,10709.0,0.6839780829059592,0.6716762807439064,0.677179821892683
76,0.7059198021888733,0.6653914451599121,4432.0,1846.3333333333333,1846.3333333333333,10710.333333333334,0.6837044888342083,0.676701697921109,0.6794258366383675
77,0.7064507603645325,0.664648711681366,4435.333333333333,1843.0,1843.0,10713.666666666666,0.6841682012461225,0.6792396502330865,0.680804341264717
78,0.701460063457489,0.6758126616477966,4404.0,1874.3333333333333,1874.3333333333333,10682.333333333334,0.6798800164006868,0.6685091899079162,0.6736154383369867
79,0.706026017665863,0.6649966239929199,4432.666666666667,1845.6666666666667,1845.6666666666667,10711.0,0.6834593624848259,0.6791857784865557,0.680383244495483
80,0.7059729099273682,0.6641669869422913,4432.333333333333,1846.0,1846.0,10710.666666666666,0.6832864773296388,0.676801783722635,0.679439218023662
81,0.705335795879364,0.6648260951042175,4428.333333333333,1850.0,1850.0,10706.666666666666,0.6824448310805981,0.6791867317633787,0.6799586785487247
82,0.7058667540550232,0.6678105592727661,4431.666666666667,1846.6666666666667,1846.6666666666667,10710.0,0.6832240300992002,0.676439458474657,0.679226711500454
83,0.6929121613502502,0.7075749039649963,4350.333333333333,1928.0,1928.0,10628.666666666666,0.6715994953725696,0.6665282282665803,0.6676509584484392
84,0.7061852812767029,0.6650135517120361,4433.666666666667,1844.6666666666667,1844.6666666666667,10712.0,0.6831789748070699,0.6784727003421606,0.6802785279852568
85,0.7063445448875427,0.66386479139328,4434.666666666667,1843.6666666666667,1843.6666666666667,10713.0,0.6830450275335451,0.6798334376352878,0.6809420167478107
86,0.7058136463165283,0.6650874018669128,4431.333333333333,1847.0,1847.0,10709.666666666666,0.6833184106240072,0.6770467017898233,0.6794270179149816
87,0.7036899328231812,0.6685497164726257,4418.0,1860.3333333333333,1860.3333333333333,10696.333333333334,0.6821309977319872,0.6699246548920375,0.6754243408557782
88,0.7060791254043579,0.6640812158584595,4433.0,1845.3333333333333,1845.3333333333333,10711.333333333334,0.6840928657737884,0.6778424288677232,0.679979137837133
89,0.7058667540550232,0.6648638844490051,4431.666666666667,1846.6666666666667,1846.6666666666667,10710.0,0.6827608974915224,0.6784276053015658,0.6801507961982797
90,0.7060791254043579,0.6633948087692261,4433.0,1845.3333333333333,1845.3333333333333,10711.333333333334,0.6838470133271278,0.6756252247080622,0.6790220223115625
91,0.7065038681030273,0.665448009967804,4435.666666666667,1842.6666666666667,1842.6666666666667,10714.0,0.6837310961366317,0.6829714989851118,0.6823058230558914
92,0.7062914967536926,0.6685615181922913,4434.333333333333,1844.0,1844.0,10712.666666666666,0.683142472435808,0.681453784466819,0.6816320013779414
93,0.7072471380233765,0.6639070510864258,4440.333333333333,1838.0,1838.0,10718.666666666666,0.6842636477507896,0.6831566647430979,0.6827889358476251
94,0.706822395324707,0.663881242275238,4437.666666666667,1840.6666666666667,1840.6666666666667,10716.0,0.6841627454104012,0.6781902123358514,0.6805214891742887
95,0.706132173538208,0.6641687750816345,4433.333333333333,1845.0,1845.0,10711.666666666666,0.6839282347822259,0.6763750189573013,0.6793892718666287
96,0.7059729099273682,0.6651766300201416,4432.333333333333,1846.0,1846.0,10710.666666666666,0.6829511586446261,0.6786273128394017,0.6801915667358113
97,0.7064507603645325,0.6697176098823547,4435.333333333333,1843.0,1843.0,10713.666666666666,0.6830560405588345,0.6786379811078659,0.6804978303596761
98,0.7065038681030273,0.6807282567024231,4435.666666666667,1842.6666666666667,1842.6666666666667,10714.0,0.6833472148868224,0.6776005384787681,0.6801312687395326
99,0.7062914967536926,0.6642984747886658,4434.333333333333,1844.0,1844.0,10712.666666666666,0.6843936045393725,0.6748875422708108,0.6789279865116398
100,0.7062383890151978,0.6634144186973572,4434.0,1844.3333333333333,1844.3333333333333,10712.333333333334,0.6829787964661529,0.6813728945057808,0.6813506175229115
