val_accuracy,val_loss,cm_tp,cm_fn,cm_fp,cm_tn,precision,recall,f1_score
0.7036899328231812,0.6717764139175415,3501,290,80,2033,0.6819754496219946,0.6740150297207728,0.677162394863927
