val_accuracy,val_loss,cm_tp,cm_fn,cm_fp,cm_tn,precision,recall,f1_score
0.6770799079250247,0.7376469969749451,6177,2946,2946,15300,0.6596251928861943,0.7160968561209761,0.6690828945842909
