val_accuracy,val_loss,cm_tp,cm_fn,cm_fp,cm_tn,precision,recall,f1_score
0.2624008774757385,1.0962375402450562,2483,1932,1932,0,0.18746696866742166,0.3333333333333333,0.23997293901613995
